"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_A_url","Input.image_B_url","Answer.choice","Approve","Reject"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","3180JW2OT4CFFV9OGGJADXS5X4Z5JH","A2I8VBHRESMG9S","Submitted","Wed Dec 07 07:34:05 PST 2016","Wed Dec 07 07:34:14 PST 2016","Fri Dec 09 07:34:14 PST 2016","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionB"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","338JKRMM26ZGUVQFNC769VSCCQAAH1","A3NU1SQPI1NXY4","Submitted","Wed Dec 07 10:35:42 PST 2016","Wed Dec 07 10:35:49 PST 2016","Fri Dec 09 10:35:49 PST 2016","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionA"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","33JKGHPFYCU96SLFNDSON6K8SJUNMT","A2UO3QJZNC2VOE","Submitted","Wed Dec 07 07:47:15 PST 2016","Wed Dec 07 07:47:29 PST 2016","Fri Dec 09 07:47:29 PST 2016","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionA"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","33M4IA01QG15F2CBURBE775G0K4RX6","A1036BH0RBAF1O","Submitted","Wed Dec 07 07:59:56 PST 2016","Wed Dec 07 08:00:00 PST 2016","Fri Dec 09 08:00:00 PST 2016","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionA"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","33TIN5LC04AOB76Z56XUZ0CVW4QY9U","A1BAEFJ2OG7NJ0","Submitted","Wed Dec 07 07:32:44 PST 2016","Wed Dec 07 07:32:49 PST 2016","Fri Dec 09 07:32:49 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionB"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","352YTHGROVD1S6AYEBXFWS6CKG8H4R","A26L95RMC7I9TB","Submitted","Wed Dec 07 09:29:51 PST 2016","Wed Dec 07 09:29:57 PST 2016","Fri Dec 09 09:29:57 PST 2016","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionA"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","35GMH2SV3EHTCPTE7U4IPNF49RMEOO","A2C6KUVF0FAIY8","Submitted","Wed Dec 07 10:41:01 PST 2016","Wed Dec 07 10:41:14 PST 2016","Fri Dec 09 10:41:14 PST 2016","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionB"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","35L9RVQFCOI0944DTHOX9W46JT0UHV","A1S88VQY8G8CNC","Submitted","Wed Dec 07 10:15:44 PST 2016","Wed Dec 07 10:15:53 PST 2016","Fri Dec 09 10:15:53 PST 2016","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionB"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","36PW28KO4ZW4ALZDXBZ0OSVZKA4AE7","AZNIEFUIVB2H0","Submitted","Wed Dec 07 07:44:18 PST 2016","Wed Dec 07 07:44:23 PST 2016","Fri Dec 09 07:44:23 PST 2016","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionA"
"3538U0YQ1FUU9U2UT5ZVUI78HDB3FD","3H5KS3F36PDKK5Z1DUR88KBWRMVYZY","Choose between image A or B","Choose between image A or B based on the criteria mentioned","image, comparison, choose, abtest","$0.01","Wed Dec 07 07:22:19 PST 2016","33","BatchId:2621866;","3600","172800","Thu Dec 08 07:22:19 PST 2016","","","38F5OAUN5NCYBTSHG9VMZ4QMBIU7HX","A3760PCQD2MPIO","Submitted","Wed Dec 07 08:39:48 PST 2016","Wed Dec 07 08:39:58 PST 2016","Fri Dec 09 08:39:58 PST 2016","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Embedder.png","http://plprincess.s3.amazonaws.com/225_Fast_Multipole_Multilevel_Embedder.png","optionA"
